"","X","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","cg00587941",0.604214368830467,0.631930153914436,26.3857010132397,1.28026595057541e-06,0.621584482195771,2.60858493699719
"2","cg24137123",-0.319122782755851,0.756988792985992,-15.3434839169563,1.93371310443532e-05,0.911788734741697,1.97601922639793
"3","cg26220594",0.284631067767581,0.347717707157368,12.1455528652769,6.14699495566924e-05,0.911788734741697,1.51266923157936
"4","cg06944982",0.205673244741964,0.758343666068086,11.6170421805573,7.64888472889676e-05,0.911788734741697,1.40902967913884
"5","cg17681698",0.344091510905605,0.660920747236446,11.3744009973344,8.48299689951415e-05,0.911788734741697,1.35809470335177
"6","cg24156537",0.298876991129302,0.659901727656196,11.3114051393415,8.71699001521213e-05,0.911788734741697,1.34450425345732
"7","cg14642338",-0.157560674167811,0.691361287421308,-10.7147495737559,0.000113616213304378,0.911788734741697,1.20777853326402
"8","cg17713488",0.447255394688888,0.465089417973816,10.6980038603611,0.000114486743728977,0.911788734741697,1.20372158037458
"9","cg21916358",-0.261495795053247,0.709379700997487,-10.6758415674916,0.000115651092611314,0.911788734741697,1.19833304760992
"10","cg23634079",0.330147206498489,0.652454105084236,10.5954280778703,0.000119995834123661,0.911788734741697,1.17859492205551
"11","cg27552493",0.210934437116517,0.544643956570423,10.544982189021,0.000122820636902434,0.911788734741697,1.16606167880704
"12","cg20027946",0.234872672453515,0.624237561025661,10.4250768279179,0.00012985871498555,0.911788734741697,1.13579552562841
"13","cg11792184",0.121987078430098,0.8542848967039,10.3940443013136,0.000131757729545209,0.911788734741697,1.12785163506976
"14","cg18973991",-0.32362506627098,0.232637012467609,-10.2318734530077,0.000142236245446921,0.911788734741697,1.08557972353582
"15","cg07177395",0.267336219171914,0.443186817711318,10.0548016900054,0.000154830605203465,0.911788734741697,1.03792840187395
"16","cg23221052",-0.360219363827105,0.61440656280017,-10.0355764273628,0.000156276324064596,0.911788734741697,1.03265823498678
"17","cg21662807",-0.266993582059155,0.188844921577245,-9.89959409933355,0.000166973351265775,0.911788734741697,0.994828348444216
"18","cg02018764",0.185432982846546,0.362232094001284,9.87663307383618,0.000168864379666178,0.911788734741697,0.988343659147278
"19","cg01849085",-0.301148585567951,0.459847482561756,-9.77799323385162,0.000177283461088751,0.911788734741697,0.960160547659219
"20","cg10162251",-0.200673784784806,0.793521872972407,-9.6860247765195,0.000185586137216472,0.911788734741697,0.933400665013197
"21","cg19050514",0.304929714676717,0.573514441136859,9.42804232185703,0.000211463831660687,0.911788734741697,0.855762240112687
"22","cg09179079",-0.125791241498763,0.316259276926797,-9.35342295471841,0.000219733523320319,0.911788734741697,0.832575077232867
"23","cg07096038",-0.393494260776084,0.263287128704979,-9.25893893727184,0.000230762593132734,0.911788734741697,0.802729067233723
"24","cg01808284",0.345267404152262,0.292575340162107,9.18513611528484,0.000239836926805605,0.911788734741697,0.779030919027612
"25","cg19678959",0.166622198497475,0.614444114903118,9.13952933148619,0.00024565639336442,0.911788734741697,0.764214930180687
"26","cg24785316",0.178686981308361,0.80563827952854,9.09362902898286,0.000251683384365432,0.911788734741697,0.74916953461596
"27","cg15949805",-0.277048434286078,0.577095787986434,-8.98487679440511,0.000266678144106634,0.911788734741697,0.712977114348634
"28","cg00903308",0.266897468524039,0.416369374049969,8.93474803803347,0.00027394573965394,0.911788734741697,0.696032143369354
"29","cg20678665",-0.129280763382633,0.570462476650704,-8.83440638852388,0.000289211910213665,0.911788734741697,0.661606508766138
"30","cg08430604",0.175784813044722,0.218840065048312,8.75252646527623,0.000302421620768332,0.911788734741697,0.633004430772617
"31","cg10947611",0.20676005542029,0.506870787263244,8.72539265877838,0.000306956207701888,0.911788734741697,0.623423287624468
"32","cg13916633",0.362996947415439,0.628907999919274,8.72044143673772,0.000307792331993216,0.911788734741697,0.621669403600036
"33","cg06954720",-0.213882439433452,0.280494757273928,-8.68981063041716,0.000313025514111855,0.911788734741697,0.610780561806984
"34","cg19976037",0.467320117753785,0.630085981317012,8.68558048782009,0.000313756487678222,0.911788734741697,0.609271589255875
"35","cg20798066",-0.552386823718852,0.584246714150048,-8.62106041433009,0.000325160594156402,0.911788734741697,0.586098013154716
"36","cg09896544",0.121960304046397,0.417331829468966,8.59866412442234,0.000329233699071787,0.911788734741697,0.577984126492761
"37","cg18450500",-0.361921814785584,0.470963654737468,-8.57834081703948,0.000332982269357564,0.911788734741697,0.570589842467257
"38","cg26438942",-0.136612511038074,0.554861769313149,-8.55578528404965,0.000337201992759384,0.911788734741697,0.562348231441646
"39","cg03540975",0.251227712884162,0.693143299102443,8.45873840208528,0.00035609690359326,0.911788734741697,0.526461366404559
"40","cg17146127",-0.104911902470354,0.528580524735195,-8.45173415770559,0.000357508565198158,0.911788734741697,0.523844216034374
"41","cg07528614",0.13942507254475,0.602233903690644,8.37398687387699,0.000373632246765972,0.911788734741697,0.494545659616408
"42","cg15039826",-0.425816997899863,0.317635969221831,-8.37229244150332,0.000373993136352878,0.911788734741697,0.493902020763882
"43","cg09438075",-0.160331002129931,0.553754329179191,-8.36171615691728,0.000376255094903501,0.911788734741697,0.489879610116798
"44","cg27169073",0.128067673115555,0.358825530225251,8.33839413356848,0.000381300562146441,0.911788734741697,0.480979428518094
"45","cg22752533",-0.162625603714738,0.523025861268911,-8.33815550589746,0.000381352599700429,0.911788734741697,0.480888147299589
"46","cg21030419",-0.203259092406713,0.376006842258857,-8.30019684060227,0.000389738491255849,0.911788734741697,0.46631205929062
"47","cg20625138",0.103650602743609,0.751498541358471,8.21352958236477,0.000409718433899249,0.911788734741697,0.43261124939459
"48","cg27320666",0.118479988286934,0.807002078463566,8.19339668753955,0.000414532095992125,0.911788734741697,0.424697820193109
"49","cg13944838",-0.329870752331708,0.656093889159934,-8.16873326631792,0.000420520624320131,0.911788734741697,0.414959656471693
"50","cg26542892",0.321194374861303,0.660900749537628,8.12541972245125,0.000431287590950971,0.911788734741697,0.397739654236138
"51","cg02683197",-0.385095887268904,0.441428003895916,-8.11915729010248,0.000432871204336102,0.911788734741697,0.395237409869012
"52","cg13210558",0.176823689804464,0.677670341741665,8.10805036586906,0.000435696846962483,0.911788734741697,0.390791667319985
"53","cg18748527",-0.524579656644452,0.39308236589946,-8.10258558903167,0.000437095124759638,0.911788734741697,0.38860062014415
"54","cg01141334",0.391655569469319,0.568771454798469,8.03877270513555,0.000453822940234383,0.911788734741697,0.362835019224805
"55","cg11785166",-0.180527552354969,0.217241898848083,-7.98228339973547,0.000469266935507339,0.911788734741697,0.339746281791926
"56","cg12838303",-0.173793400205243,0.663067665728695,-7.96641398045589,0.00047371704215292,0.911788734741697,0.333212166965094
"57","cg04599643",0.222111521563846,0.707500945335925,7.96613619651976,0.000473795382362894,0.911788734741697,0.333097603549092
"58","cg19354122",-0.205396735800646,0.504696226201843,-7.95318624802792,0.00047746459654647,0.911788734741697,0.327749602386778
"59","cg07636326",0.158884239401966,0.768715150440793,7.93863019216848,0.000481629126925711,0.911788734741697,0.321721467437591
"60","cg18617005",-0.301068097577203,0.528986892463253,-7.8840644721913,0.000497628224055086,0.911788734741697,0.298964258872791
"61","cg01870681",-0.110720459357007,0.120347964726904,-7.87216731891245,0.000501199651247454,0.911788734741697,0.293968716906445
"62","cg06129455",0.387276767048108,0.609807027293641,7.86278713157262,0.000504036915560456,0.911788734741697,0.290021474556832
"63","cg17816615",0.241307067457417,0.454758147135785,7.81861461802777,0.000517656309536442,0.911788734741697,0.271331435456236
"64","cg06911613",0.100702346905348,0.46153287034154,7.79783820870461,0.000524212561554368,0.911788734741697,0.262482127624786
"65","cg00074145",-0.2712713112778,0.583323992923115,-7.75613576857829,0.00053767135127883,0.911788734741697,0.244605874299934
"66","cg25012987",0.198765410286276,0.458943417771376,7.73109270379831,0.000545950152799687,0.911788734741697,0.233797285091824
"67","cg26951614",0.170172136041537,0.815831735933171,7.72592179254747,0.000547678306364012,0.911788734741697,0.231558603321131
"68","cg08853735",0.154391820374975,0.614734897283385,7.69896664755028,0.000556792432062865,0.911788734741697,0.219850203094508
"69","cg06799747",0.282372773049544,0.514033111267921,7.6985587532435,0.000556931722628548,0.911788734741697,0.21967253010028
"70","cg10453365",-0.135354730842789,0.193032047450758,-7.65783074205638,0.000571049783809,0.911788734741697,0.20185689934597
"71","cg03344051",0.263518241587057,0.484814355597279,7.60736530039461,0.000589135047068946,0.911788734741697,0.179574095072956
"72","cg24173584",0.199657780122609,0.708938345614146,7.60242140258292,0.000590942973236335,0.911788734741697,0.17737867919069
"73","cg06410970",0.253776820006546,0.696830154372071,7.59741508699883,0.000592780417132424,0.911788734741697,0.175153269490015
"74","cg18022224",-0.25835125304577,0.47864845251105,-7.52957922123286,0.000618356509579194,0.911788734741697,0.144771669541018
"75","cg18992848",0.0994962682836817,0.149345123080346,7.52920957359077,0.000618499412309924,0.911788734741697,0.144604949981576
"76","cg03219922",0.253712395625571,0.80112779294714,7.48280173619552,0.000636754690417441,0.911788734741697,0.123572674524144
"77","cg20832722",0.0947767351203651,0.816543831026194,7.47542181627501,0.000639716082180558,0.911788734741697,0.120209458505309
"78","cg24932289",-0.277334718750928,0.335003057112011,-7.46921334266174,0.000642220020142909,0.911788734741697,0.117376129091178
"79","cg06264972",0.0959453492341315,0.828600190053919,7.45297792804113,0.00064882289883823,0.911788734741697,0.109949663654023
"80","cg02633767",0.163864715314343,0.686374297445537,7.44713574498925,0.000651218509708299,0.911788734741697,0.107271210991942
"81","cg02041869",0.12079842494379,0.730530343150997,7.42116371092465,0.000661995865872244,0.911788734741697,0.0953246522783928
"82","cg10334976",0.369762757446723,0.685304448216629,7.40514567331304,0.000668747862832697,0.911788734741697,0.087924667458096
"83","cg01141812",-0.15667602094164,0.369315737372556,-7.39714748843239,0.000672149757809659,0.911788734741697,0.0842204930931114
"84","cg15810474",0.296649302502037,0.585491826896131,7.38329888708501,0.000678088536598943,0.911788734741697,0.0777923207084887
"85","cg13417951",0.230663985605142,0.738231925828514,7.36696770128466,0.000685171831110842,0.911788734741697,0.070188081851593
"86","cg01540386",-0.370990389984973,0.29991174442688,-7.34960199883423,0.000692799989582326,0.911788734741697,0.0620738856097356
"87","cg03998066",-0.100705445703562,0.77483700446979,-7.34423184877329,0.0006951792047079,0.911788734741697,0.0595587466648189
"88","cg09451188",0.164632528949141,0.380129200881247,7.33442366359894,0.000699549642740492,0.911788734741697,0.0549578003513824
"89","cg20459037",0.236134621776605,0.740890763713604,7.32762819402439,0.000702596692226589,0.911788734741697,0.0517646077531211
"90","cg17403731",0.239039465239603,0.790616549989487,7.31202226098245,0.000709653881825482,0.911788734741697,0.044414327508413
"91","cg20480740",0.309880866144955,0.694869032727612,7.30938601120239,0.000710854281005903,0.911788734741697,0.0431703232766356
"92","cg16817413",0.0858556364183784,0.837878188206039,7.30541554432661,0.000712666739404524,0.911788734741697,0.0412954392819991
"93","cg25942596",-0.180613005158118,0.674014892759747,-7.29897537344295,0.000715618208325213,0.911788734741697,0.038251057558031
"94","cg05257898",-0.108858279044044,0.649065109534966,-7.29731901113898,0.000716379637370787,0.911788734741697,0.0374674083285758
"95","cg14301212",-0.145245367784128,0.400938641069714,-7.2729695641907,0.000727684319711864,0.911788734741697,0.0259161941277588
"96","cg26958838",-0.160052775628781,0.798913656807544,-7.26514488710858,0.000731361739597297,0.911788734741697,0.0221918088759629
"97","cg17726092",-0.159570012335997,0.720028033197115,-7.26454708513161,0.000731643594815249,0.911788734741697,0.0219070185872754
"98","cg23876832",-0.205442044077882,0.596679699545063,-7.24107602853129,0.000742812009381509,0.911788734741697,0.0106975177363386
"99","cg11964823",-0.167681965444769,0.259219588436891,-7.19205643538784,0.000766793806128534,0.911788734741697,-0.0128907367930662
"100","cg19726192",0.105368080740182,0.791047822625236,7.17485516919883,0.000775425186602134,0.911788734741697,-0.0212251552302414
"101","cg14623940",0.132409873705555,0.835854772360475,7.16483189509489,0.000780507661437185,0.911788734741697,-0.0260954422991144
"102","cg00936348",0.162527574857299,0.364348270136659,7.16367882203359,0.000781094867360761,0.911788734741697,-0.0266563699651909
"103","cg19469449",0.18324362344757,0.686738697865511,7.16303764203411,0.000781421615971376,0.911788734741697,-0.0269683387256565
"104","cg00099094",-0.255034506612081,0.702651128808774,-7.15494428969346,0.000785559943200236,0.911788734741697,-0.0309097749497829
"105","cg04390328",0.256590223225303,0.597290530189238,7.15323599426918,0.000786436741786898,0.911788734741697,-0.0317425584840265
"106","cg14470762",0.307952581855836,0.588092477560284,7.15027179095818,0.000787960891554121,0.911788734741697,-0.0331882925595517
"107","cg25923629",0.184783543004361,0.601388424826998,7.14577787952193,0.000790278254707723,0.911788734741697,-0.0353818156035191
"108","cg04413754",-0.392706801526647,0.405951650935586,-7.14479387983685,0.000790786744932708,0.911788734741697,-0.0358623897058887
"109","cg09721595",0.239333029376373,0.496751290644172,7.12921129514215,0.000798890924817085,0.911788734741697,-0.0434858898450434
"110","cg09351082",0.115634508793815,0.672300410099952,7.11038583181115,0.000808812869571053,0.911788734741697,-0.0527289855722461
"111","cg08143343",-0.1709841707606,0.682155418020495,-7.09570725825364,0.000816650279190956,0.911788734741697,-0.0599612120227784
"112","cg05028948",0.142583020828594,0.770403650586063,7.08280549658944,0.000823613136452761,0.911788734741697,-0.0663362971916923
"113","cg15532138",0.104158914540987,0.730740217658379,7.0661564499042,0.000832702220006379,0.911788734741697,-0.0745884070531755
"114","cg03129555",0.382354593008906,0.699728851320795,7.05543229302394,0.000838619505345804,0.911788734741697,-0.0799190427038399
"115","cg03466093",0.394008027221027,0.626729866148363,7.05400997395143,0.000839408024231138,0.911788734741697,-0.0806269286635404
"116","cg05375230",-0.0837231525749556,0.127978552719635,-7.04900656480971,0.000842188827249467,0.911788734741697,-0.0831187882914044
"117","cg14807682",-0.080374918607125,0.882531019697749,-7.04010400827693,0.000847163647727521,0.911788734741697,-0.0875589906621661
"118","cg13576505",-0.188915458337212,0.840409528730806,-7.03996059595384,0.000847244071217445,0.911788734741697,-0.0876305859727351
"119","cg00624617",-0.167264263397829,0.425127983016622,-7.03315610543396,0.000851070309388364,0.911788734741697,-0.0910300372052095
"120","cg02932167",0.0770500116358182,0.613738469151693,7.02110038542613,0.000857899583950776,0.911788734741697,-0.0970648221503776
"121","cg24365896",-0.14021239038345,0.859652040851562,-7.01954601421777,0.000858784798323992,0.911788734741697,-0.0978440072421645
"122","cg23561148",0.166615763406915,0.662156120356532,7.01442515136764,0.000861708767657768,0.911788734741697,-0.100412816699959
"123","cg01478234",-0.103950102309138,0.544276011848811,-7.00470740781306,0.000867289896248181,0.911788734741697,-0.105295150973424
"124","cg18849725",-0.246488069578916,0.723137287511912,-6.9937622360694,0.000873627143956442,0.911788734741697,-0.110806049496412
"125","cg02592739",0.197286424889611,0.619883919354833,6.99178791450215,0.000874776086400372,0.911788734741697,-0.111801464214958
"126","cg10088610",0.110182030126072,0.861151284020682,6.99092651708197,0.000875277929363691,0.911788734741697,-0.112235892868685
"127","cg15089567",-0.144837572220189,0.674720233533428,-6.97705256641308,0.000883407784829929,0.911788734741697,-0.119243733318585
"128","cg21808055",-0.220773632362269,0.27171418862366,-6.92892510763644,0.000912308794409683,0.911788734741697,-0.14371154063403
"129","cg17774347",-0.148371046260128,0.108941185426963,-6.9238271687326,0.000915435045163936,0.911788734741697,-0.146317777834607
"130","cg09965388",0.120420971975867,0.837325135580731,6.91424147564946,0.000921347661883179,0.911788734741697,-0.151225845687116
"131","cg06896770",-0.266674881296618,0.343621918134355,-6.90785637212889,0.000925311113437263,0.911788734741697,-0.154500619133209
"132","cg01837275",0.0993950156912221,0.257374429744387,6.87915339861516,0.000943378434086912,0.911788734741697,-0.169275946496258
"133","cg11993350",-0.314978220176924,0.43271723205106,-6.8742165219984,0.000946527788650283,0.911788734741697,-0.171826255033357
"134","cg11639168",-0.0943069880193559,0.850589625470742,-6.86996034350971,0.000949252870647613,0.911788734741697,-0.174027045782896
"135","cg27231806",0.158271061793901,0.727827495148605,6.8673012813507,0.000950960073371726,0.911788734741697,-0.175402994394623
"136","cg18650263",0.176236255454702,0.799194844691373,6.85688515303468,0.000957682543392046,0.911788734741697,-0.180800280598254
"137","cg00223593",-0.278342583445516,0.48700750415119,-6.85465470912733,0.000959129330118515,0.911788734741697,-0.181957554669092
"138","cg25834613",0.203976604440811,0.297092145906306,6.84691854309684,0.000964167448582004,0.911788734741697,-0.185975690834367
"139","cg13206530",-0.120224637497389,0.474668211429567,-6.79141735512788,0.00100124209555725,0.911788734741697,-0.214994859311781
"140","cg11802925",-0.334593695719931,0.542678482625698,-6.79064531402271,0.00100176955599263,0.911788734741697,-0.215400915330396
"141","cg01115380",0.238389791111849,0.477475950077968,6.78813031950858,0.00100349008086535,0.911788734741697,-0.216724136632213
"142","cg04522821",-0.288279520091282,0.712363226020608,-6.77094249866247,0.00101534213979419,0.911788734741697,-0.225785951636947
"143","cg18712919",0.100432235009651,0.810664825766797,6.7440532191115,0.00103421682428794,0.911788734741697,-0.24002841256859
"144","cg04317399",0.174785913146826,0.273476801629682,6.73221928179167,0.00104265449112618,0.911788734741697,-0.24632205755532
"145","cg01840183",-0.179264215040797,0.665968014406208,-6.72801566150561,0.00104567121783943,0.911788734741697,-0.248561441890602
"146","cg08002427",0.387490313507165,0.463516671734186,6.71724696055791,0.00105344644776453,0.911788734741697,-0.254307265897946
"147","cg00377653",-0.143285943627288,0.514631109133037,-6.69506902408666,0.00106967520287694,0.911788734741697,-0.266181769450095
"148","cg26959580",0.0925103890604241,0.768169910673432,6.68187299349827,0.00107947129116371,0.911788734741697,-0.2732735258024
"149","cg05804339",-0.510499145918333,0.383336504109734,-6.65729476531872,0.00109800038457858,0.911788734741697,-0.286534890572823
"150","cg13792780",0.106601793740373,0.816589596006937,6.64954870268464,0.00110391753168772,0.911788734741697,-0.290728580774686
"151","cg18457110",0.252226709290175,0.423095976850066,6.60457361680938,0.00113902575411287,0.911788734741697,-0.315213631179073
"152","cg13947469",-0.207180100257741,0.431707161600984,-6.60245384054215,0.00114071269948261,0.911788734741697,-0.316373403809825
"153","cg24935345",-0.0746915976578667,0.777409545059212,-6.60200611123113,0.00114106938478762,0.911788734741697,-0.316618431914321
"154","cg20862599",-0.144782270365408,0.459050425308024,-6.59780592716462,0.00114442188581736,0.911788734741697,-0.31891818660436
"155","cg17388110",-0.387321230144788,0.307765676141556,-6.59649715000973,0.00114546889604458,0.911788734741697,-0.319635206353658
"156","cg18389752",-0.253745750453822,0.246872867687433,-6.59179690279282,0.00114923837062759,0.911788734741697,-0.322211891053447
"157","cg22274825",-0.0999669847529463,0.165755085917738,-6.58468526781702,0.00115496954291757,0.911788734741697,-0.326115362092247
"158","cg15627188",-0.312848786567492,0.49922389855048,-6.56264889084244,0.0011729434375742,0.911788734741697,-0.338248052553878
"159","cg26214026",0.0793865876653183,0.753300924233742,6.54569849768551,0.0011869934838349,0.911788734741697,-0.347618984397915
"160","cg09786593",-0.151549000098849,0.375342520203509,-6.53541376763694,0.0011956150706417,0.911788734741697,-0.35332120426822
"161","cg04916980",0.21446401268279,0.682653302992579,6.51812866315639,0.00121027177695063,0.911788734741697,-0.362932614665851
"162","cg05568941",0.167790109694075,0.701399107549648,6.50477554960966,0.0012217394432925,0.911788734741697,-0.370381691782526
"163","cg25980637",-0.353988117858851,0.452391087226329,-6.48365122321004,0.00124014353007376,0.911788734741697,-0.382208960687505
"164","cg09786383",-0.171854244520538,0.236425077158698,-6.48342355080924,0.00124034365595724,0.911788734741697,-0.382336719608312
"165","cg09636202",-0.307205872479146,0.511464055125136,-6.46923934069007,0.00125288703275634,0.911788734741697,-0.390308356477392
"166","cg14943135",-0.21199324544765,0.516789132893578,-6.45324350888126,0.00126721212261516,0.911788734741697,-0.39932685818968
"167","cg06161299",0.121973278309794,0.679342502426408,6.45259300559373,0.00126779875147444,0.911788734741697,-0.399694259756291
"168","cg01565584",0.0890002999907529,0.824029408576522,6.44250007099826,0.00127694173982552,0.911788734741697,-0.405401186582544
"169","cg25117092",0.121842461437676,0.478745815479303,6.43637211999717,0.00128253081136534,0.911788734741697,-0.408872108839913
"170","cg00942219",-0.159483073221278,0.408956969537438,-6.43549942753871,0.00128332910217248,0.911788734741697,-0.409366775081814
"171","cg04559159",0.0754777009562455,0.898937911366777,6.42759508911679,0.00129058626642682,0.911788734741697,-0.41385133377534
"172","cg17016559",-0.111136886029397,0.309833188951,-6.42673351053209,0.0012913802195562,0.911788734741697,-0.414340607202478
"173","cg11896151",0.468832937297109,0.695887854034601,6.42069715563809,0.00129695893829251,0.911788734741697,-0.41777103561022
"174","cg05515866",0.123023316868767,0.354281563741604,6.41950229535389,0.00129806657395517,0.911788734741697,-0.418450587849525
"175","cg11100136",-0.293589598570757,0.273321854163532,-6.41410033756894,0.00130308811090278,0.911788734741697,-0.421524984988741
"176","cg03809021",0.151580979642166,0.531936292080882,6.40461896217162,0.00131195719420453,0.911788734741697,-0.426929589597998
"177","cg02129245",-0.206549173215047,0.447388256097533,-6.39551101645141,0.00132054396272871,0.911788734741697,-0.432131551161739
"178","cg21962835",0.164090954214532,0.735758970448828,6.39510686648151,0.00132092651690864,0.911788734741697,-0.43236261197001
"179","cg13893799",0.246854056844429,0.391352016728257,6.38802236791085,0.00132765369054054,0.911788734741697,-0.436416176064228
"180","cg06507285",-0.146321411531273,0.328748084011998,-6.3763930383026,0.00133878411497157,0.911788734741697,-0.443083365293417
"181","cg18968090",-0.464019278341963,0.301715048815292,-6.37506950687013,0.00134005781537206,0.911788734741697,-0.443843197405847
"182","cg11410718",0.222070325303809,0.300906760639512,6.37106161535929,0.0013439235186168,0.911788734741697,-0.446145404773573
"183","cg17826834",0.143126623464604,0.456581118249462,6.36539553190706,0.00134941100637639,0.911788734741697,-0.449403443203928
"184","cg00418163",-0.200873293737509,0.558532270227941,-6.36372381557496,0.00135103506585492,0.911788734741697,-0.450365438964617
"185","cg05073904",0.137197129673872,0.708432921551877,6.35509110795961,0.00135945838223121,0.911788734741697,-0.455338587794748
"186","cg14716689",0.128434871447017,0.807893578266006,6.3375278794885,0.0013767871819131,0.911788734741697,-0.465484558932488
"187","cg02680710",0.125545215086176,0.6640215457507,6.31618515593066,0.00139819615655277,0.911788734741697,-0.477864791997571
"188","cg10530344",0.512583306239003,0.402330448430452,6.31528809448485,0.00139910454836525,0.911788734741697,-0.478386375680452
"189","cg03385114",0.289293987175037,0.668450856363836,6.30544464085022,0.00140911809063767,0.911788734741697,-0.484116230337133
"190","cg03915055",0.225237089113755,0.594653673537754,6.30537065652155,0.00140919367207044,0.911788734741697,-0.484159341738354
